ID	Label	PrefLabel	Obsoleted By	Obsolete	Entity Type	TYPE	Synonyms	Cluster_ID	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	AI obo:IAO_0100001	AT owl:deprecated^^xsd:boolean	TI %	TYPE	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL:0015501	obsolete RNAseq 001 - CS201912131_1	obsolete Inh L1 LAMP5 PVRL2	PCL_INDV:CS201912131_1	true	PCL:0010001	owl:NamedIndividual	Lamp5_1	CS201912131_1	Inh L1 LAMP5 PVRL2	Inh L1 LAMP5 PVRL2	RNAseq 001	Lamp5_1		Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1 LAMP5 PVRL2"", ""cell_set_label"": ""RNAseq 001"", ""cell_set_accession"": ""CS201912131_1"", ""cell_set_aligned_alias"": ""Lamp5_1"", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1 LAMP5 PVRL2"", ""cell_set_color"": ""#AD474F""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1 LAMP5 PVRL2	Cell Type
PCL:0015502	obsolete RNAseq 002 - CS201912131_2	obsolete Inh L1 LAMP5 RAB11FIP1	PCL_INDV:CS201912131_2	true	PCL:0010001	owl:NamedIndividual		CS201912131_2	Inh L1 LAMP5 RAB11FIP1	Inh L1 LAMP5 RAB11FIP1	RNAseq 002			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1 LAMP5 RAB11FIP1"", ""cell_set_label"": ""RNAseq 002"", ""cell_set_accession"": ""CS201912131_2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1 LAMP5 RAB11FIP1"", ""cell_set_color"": ""#FFA0A7""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1 LAMP5 RAB11FIP1	Cell Type
PCL:0015503	obsolete RNAseq 003 - CS201912131_3	obsolete Inh L1-6 LAMP5 AARD	PCL_INDV:CS201912131_3	true	PCL:0010001	owl:NamedIndividual		CS201912131_3	Inh L1-6 LAMP5 AARD	Inh L1-6 LAMP5 AARD	RNAseq 003			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1-6 LAMP5 AARD"", ""cell_set_label"": ""RNAseq 003"", ""cell_set_accession"": ""CS201912131_3"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1-6 LAMP5 AARD"", ""cell_set_color"": ""#FF8AA8""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1-6 LAMP5 AARD	Cell Type
PCL:0015504	obsolete RNAseq 004 - CS201912131_4	obsolete Inh L1-6 LAMP5 NES	PCL_INDV:CS201912131_4	true	PCL:0010001	owl:NamedIndividual		CS201912131_4	Inh L1-6 LAMP5 NES	Inh L1-6 LAMP5 NES	RNAseq 004			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1-6 LAMP5 NES"", ""cell_set_label"": ""RNAseq 004"", ""cell_set_accession"": ""CS201912131_4"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1-6 LAMP5 NES"", ""cell_set_color"": ""#E96F73""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1-6 LAMP5 NES	Cell Type
PCL:0015505	obsolete RNAseq 005 - CS201912131_5	obsolete Inh L1-6 LAMP5 CA1	PCL_INDV:CS201912131_5	true	PCL:0010001	owl:NamedIndividual		CS201912131_5	Inh L1-6 LAMP5 CA1	Inh L1-6 LAMP5 CA1	RNAseq 005			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1-6 LAMP5 CA1"", ""cell_set_label"": ""RNAseq 005"", ""cell_set_accession"": ""CS201912131_5"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1-6 LAMP5 CA1"", ""cell_set_color"": ""#A76B6A""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1-6 LAMP5 CA1	Cell Type
PCL:0015506	obsolete RNAseq 006 - CS201912131_6	obsolete Inh L5-6 LAMP5 CRABP1	PCL_INDV:CS201912131_6	true	PCL:0010001	owl:NamedIndividual		CS201912131_6	Inh L5-6 LAMP5 CRABP1	Inh L5-6 LAMP5 CRABP1	RNAseq 006			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L5-6 LAMP5 CRABP1"", ""cell_set_label"": ""RNAseq 006"", ""cell_set_accession"": ""CS201912131_6"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L5-6 LAMP5 CRABP1"", ""cell_set_color"": ""#BF7E7D""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L5-6 LAMP5 CRABP1	Cell Type
PCL:0015507	obsolete RNAseq 007 - CS201912131_7	obsolete Inh L3-6 PAX6 LINC01497	PCL_INDV:CS201912131_7	true	PCL:0010001	owl:NamedIndividual		CS201912131_7	Inh L3-6 PAX6 LINC01497	Inh L3-6 PAX6 LINC01497	RNAseq 007			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L3-6 PAX6 LINC01497"", ""cell_set_label"": ""RNAseq 007"", ""cell_set_accession"": ""CS201912131_7"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L3-6 PAX6 LINC01497"", ""cell_set_color"": ""#E09A99""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L3-6 PAX6 LINC01497	Cell Type
PCL:0015508	obsolete RNAseq 008 - CS201912131_8	obsolete Inh L1 PAX6 MIR101-1	PCL_INDV:CS201912131_8	true	PCL:0010001	owl:NamedIndividual		CS201912131_8	Inh L1 PAX6 MIR101-1	Inh L1 PAX6 MIR101-1	RNAseq 008			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1 PAX6 MIR101-1"", ""cell_set_label"": ""RNAseq 008"", ""cell_set_accession"": ""CS201912131_8"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1 PAX6 MIR101-1"", ""cell_set_color"": ""#9E515E""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1 PAX6 MIR101-1	Cell Type
PCL:0015509	obsolete RNAseq 009 - CS201912131_9	obsolete Inh L1 PAX6 CHRFAM7A	PCL_INDV:CS201912131_9	true	PCL:0010001	owl:NamedIndividual		CS201912131_9	Inh L1 PAX6 CHRFAM7A	Inh L1 PAX6 CHRFAM7A	RNAseq 009			Nikolas Jorstad	PMID:34616062	"{""cell_set_preferred_alias"": ""Inh L1 PAX6 CHRFAM7A"", ""cell_set_label"": ""RNAseq 009"", ""cell_set_accession"": ""CS201912131_9"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_alias_assignee"": ""Nikolas Jorstad"", ""cell_set_alias_citation"": ""PMID:34616062"", ""cell_set_structure"": ""primary motor cortex"", ""cell_set_ontology_tag"": ""UBERON:0001384"", ""species"": ""Human"", ""modality"": ""RNAseq"", ""taxonomy_id"": ""CCN201912131"", ""taxonomy_description"": ""Human M1 transcriptomics taxonomy"", ""child_cell_set_accessions"": """", ""cell_type_card"": ""Cell Type"", ""original_label"": ""Inh L1 PAX6 CHRFAM7A"", ""cell_set_color"": ""#891EA8""}"	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for the new term.	Inh L1 PAX6 CHRFAM7A	Cell Type
