Taxonomy_node_ID	clusterName	Markers
CS202002013_123	GABAergic	
CS202002013_179	Glutamatergic	
CS202002013_235	Non-Neuronal	
CS202002013_210	Astro	
CS202002013_103	Endo	
CS202002013_183	L2-3 IT	
CS202002013_193	L5 ET	
CS202002013_189	L5 IT	
CS202002013_207	L5-6 NP	
CS202002013_197	L6 CT	
CS202002013_192	L6 IT	
CS202002013_203	L6b	
CS202002013_125	Lamp5	
CS202002013_209	Meis2	
CS202002013_229	Micro-PVM	
CS202002013_212	Oligo	
CS202002013_233	Pvalb	
CS202002013_133	Sncg	
CS202002013_232	Sst	
CS202002013_222	VLMC	
CS202002013_138	Vip	
CS202002013_93	Astro Aqp4_Gfap	ensembl:ENSMUSG00000020932
CS202002013_94	Astro Aqp4_Slc7a10	ensembl:ENSMUSG00000030495
CS202002013_92	Astro_Top2a	ensembl:ENSMUSG00000020914 
CS202002013_58	L2-3 IT_1	
CS202002013_59	L2-3 IT_2	
CS202002013_60	L2-3 IT_3	
CS202002013_70	L5 ET_1	
CS202002013_71	L5 ET_2	
CS202002013_72	L5 ET_3	
CS202002013_73	L5 ET_4	
CS202002013_65	L5 IT Pld5_1	ensembl:ENSMUSG00000055214
CS202002013_66	L5 IT Pld5_2	ensembl:ENSMUSG00000055214
CS202002013_61	L5 IT Rspo1_1	ensembl:ENSMUSG00000028871
CS202002013_62	L5 IT Rspo1_2	ensembl:ENSMUSG00000028871
CS202002013_250	L5 IT S100b_1	ensembl:ENSMUSG00000033208 
CS202002013_64	L5 IT S100b_2	ensembl:ENSMUSG00000033208 
CS202002013_74	L5-6 NP CT	
CS202002013_86	L5-6 NP_1	
CS202002013_87	L5-6 NP_2	
CS202002013_88	L5-6 NP_3	
CS202002013_76	L6 CT Cpa6	ensembl:ENSMUSG00000042501
CS202002013_75	L6 CT Gpr139	ensembl:ENSMUSG00000066197
CS202002013_77	L6 CT Grp	ensembl:ENSMUSG00000024517
CS202002013_79	L6 CT Kit_1	ensembl:ENSMUSG00000005672
CS202002013_80	L6 CT Kit_2	ensembl:ENSMUSG00000005672
CS202002013_78	L6 CT Pou3f2	ensembl:ENSMUSG00000095139
CS202002013_69	L6 IT Car3	ensembl:ENSMUSG00000027559
CS202002013_67	L6 IT_1	
CS202002013_68	L6 IT_2	
CS202002013_81	L6b Col6a1	ensembl:ENSMUSG00000001119
CS202002013_85	L6b Kcnip1	ensembl:ENSMUSG00000053519
CS202002013_84	L6b Ror1	ensembl:ENSMUSG00000035305
CS202002013_82	L6b Shisa6_1	ensembl:ENSMUSG00000053930
CS202002013_83	L6b Shisa6_2	ensembl:ENSMUSG00000053930
CS202002013_2	Lamp5 Egln3_1	ensembl:ENSMUSG00000035105
CS202002013_3	Lamp5 Egln3_2	ensembl:ENSMUSG00000035105|ensembl:ENSMUSG00000027270
CS202002013_4	Lamp5 Egln3_3	ensembl:ENSMUSG00000035105|ensembl:ENSMUSG00000027270
CS202002013_8	Lamp5 Lhx6	ensembl:ENSMUSG00000026890|ensembl:ENSMUSG00000027270
CS202002013_1	Lamp5 Pax6	ensembl:ENSMUSG00000027168
CS202002013_5	Lamp5 Pdlim5_1	ensembl:ENSMUSG00000028273|ensembl:ENSMUSG00000027270
CS202002013_6	Lamp5 Pdlim5_2	ensembl:ENSMUSG00000028273|ensembl:ENSMUSG00000027270
CS202002013_7	Lamp5 Slc35d3	ensembl:ENSMUSG00000050473|ensembl:ENSMUSG00000027270
CS202002013_89	Meis2	
CS202002013_90	Meis2_Top2a	ensembl:ENSMUSG00000020914 
CS202002013_113	Micro	
CS202002013_91	OPC Pdgfra	ensembl:ENSMUSG00000029231
CS202002013_95	Oligo Enpp6_1	ensembl:ENSMUSG00000038173
CS202002013_96	Oligo Enpp6_2	ensembl:ENSMUSG00000038173
CS202002013_97	Oligo Enpp6_3	ensembl:ENSMUSG00000038173
CS202002013_98	Oligo Enpp6_4	ensembl:ENSMUSG00000038173
CS202002013_99	Oligo Opalin_1	ensembl:ENSMUSG00000050121
CS202002013_100	Oligo Opalin_2	ensembl:ENSMUSG00000050121
CS202002013_101	Oligo Opalin_3	ensembl:ENSMUSG00000050121
CS202002013_102	Oligo Opalin_4	ensembl:ENSMUSG00000050121
CS202002013_114	PVM_1	
CS202002013_115	PVM_2	
CS202002013_116	PVM_3	
CS202002013_112	Peri	
CS202002013_52	Pvalb Calb1_1	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000005716
CS202002013_53	Pvalb Calb1_2	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000005716
CS202002013_49	Pvalb Egfem1	ensembl:ENSMUSG00000063600|ensembl:ENSMUSG00000005716
CS202002013_48	Pvalb Gabrg1	ensembl:ENSMUSG00000001260|ensembl:ENSMUSG00000005716
CS202002013_50	Pvalb Gpr149	ensembl:ENSMUSG00000043441|ensembl:ENSMUSG00000005716
CS202002013_55	Pvalb Il1rapl2	ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000005716
CS202002013_51	Pvalb Kank4	ensembl:ENSMUSG00000035407|ensembl:ENSMUSG00000005716
CS202002013_54	Pvalb Reln	ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000005716
CS202002013_56	Pvalb Vipr2_1	#ensembl:ENSMUSG00000011171|ensembl:ENSMUSG00000005716
CS202002013_57	Pvalb Vipr2_2	ensembl:ENSMUSG00000011171|ensembl:ENSMUSG00000005716
CS202002013_111	SMC	
CS202002013_11	Sncg Calb1_1	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000023064
CS202002013_12	Sncg Calb1_2	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000023064
CS202002013_9	Sncg Col14a1	ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000023064
